pakketnummer,gebied,item,soort,aantal_per_pakket,groep,volgorde
1.4,KOELING,Queen of England,TH Pink,1.0,Rozen 38CM:,15
1.4p,KOELING,Queen of England,TH Pink,1.0,Rozen 38CM:,15
1.12,KOELING,Queen of England,TH Pink,3.0,Rozen 38CM:,15
1.12p,KOELING,Queen of England,TH Pink,3.0,Rozen 38CM:,15
1.1,KOELING,Dame de Coeur,TH Red,1.0,Rozen 38CM:,16
1.1p,KOELING,Dame de Coeur,TH Red,1.0,Rozen 38CM:,16
1.4,KOELING,Dame de Coeur,TH Red,1.0,Rozen 38CM:,16
1.4p,KOELING,Dame de Coeur,TH Red,1.0,Rozen 38CM:,16
1.10,KOELING,Dame de Coeur,TH Red,3.0,Rozen 38CM:,16
1.10p,KOELING,Dame de Coeur,TH Red,3.0,Rozen 38CM:,16
1.1,KOELING,Virgo,TH White,1.0,Rozen 38CM:,17
1.1p,KOELING,Virgo,TH White,1.0,Rozen 38CM:,17
1.4,KOELING,Virgo,TH White,1.0,Rozen 38CM:,17
1.4p,KOELING,Virgo,TH White,1.0,Rozen 38CM:,17
1.11,KOELING,Virgo,TH White,3.0,Rozen 38CM:,17
1.11p,KOELING,Virgo,TH White,3.0,Rozen 38CM:,17
1.1,KOELING,Gloria Dei,TH Yellow,1.0,Rozen 38CM:,18
1.1p,KOELING,Gloria Dei,TH Yellow,1.0,Rozen 38CM:,18
1.14,KOELING,Gloria Dei,TH Yellow,3.0,Rozen 38CM:,18
1.14p,KOELING,Gloria Dei,TH Yellow,3.0,Rozen 38CM:,18
36.1,KOELING,Parfumé de Night & Day,TH 2-color,1.0,Geurende Grootbloemige tuinrozen 60CM:,21
36.1p,KOELING,Parfumé de Night & Day,TH 2-color,1.0,Geurende Grootbloemige tuinrozen 60CM:,21
36.5,KOELING,Parfumé de Night & Day,TH 2-color,4.0,Geurende Grootbloemige tuinrozen 60CM:,21
36.5p,KOELING,Parfumé de Night & Day,TH 2-color,4.0,Geurende Grootbloemige tuinrozen 60CM:,21
36.1,KOELING,Parfumé de Envy,TH Geel,1.0,Geurende Grootbloemige tuinrozen 60CM:,22
36.1p,KOELING,Parfumé de Envy,TH Geel,1.0,Geurende Grootbloemige tuinrozen 60CM:,22
36.4,KOELING,Parfumé de Envy,TH Geel,4.0,Geurende Grootbloemige tuinrozen 60CM:,22
36.4p,KOELING,Parfumé de Envy,TH Geel,4.0,Geurende Grootbloemige tuinrozen 60CM:,22
36.1,KOELING,Parfumé de Moulin Rouge ,TH Rood,1.0,Geurende Grootbloemige tuinrozen 60CM:,23
36.1p,KOELING,Parfumé de Moulin Rouge ,TH Rood,1.0,Geurende Grootbloemige tuinrozen 60CM:,23
36.2,KOELING,Parfumé de Moulin Rouge ,TH Rood,4.0,Geurende Grootbloemige tuinrozen 60CM:,23
36.2p,KOELING,Parfumé de Moulin Rouge ,TH Rood,4.0,Geurende Grootbloemige tuinrozen 60CM:,23
36.1,KOELING,Parfumé de Paris   ,TH Roze,1.0,Geurende Grootbloemige tuinrozen 60CM:,24
36.1p,KOELING,Parfumé de Paris   ,TH Roze,1.0,Geurende Grootbloemige tuinrozen 60CM:,24
36.3,KOELING,Parfumé de Paris   ,TH Roze,4.0,Geurende Grootbloemige tuinrozen 60CM:,24
36.3p,KOELING,Parfumé de Paris   ,TH Roze,4.0,Geurende Grootbloemige tuinrozen 60CM:,24
5.2,KOELING,Bambino,Pink,1.0,Mini Stamroos 70CM:,27
5.2p,KOELING,Bambino,Pink,1.0,Mini Stamroos 70CM:,27
5.6,KOELING,Bambino,Pink,3.0,Mini Stamroos 70CM:,27
5.6p,KOELING,Bambino,Pink,3.0,Mini Stamroos 70CM:,27
5.1,KOELING,Scarlet Pimpernel,Red,1.0,Mini Stamroos 70CM:,28
5.1p,KOELING,Scarlet Pimpernel,Red,1.0,Mini Stamroos 70CM:,28
5.2,KOELING,Scarlet Pimpernel,Red,1.0,Mini Stamroos 70CM:,28
5.2p,KOELING,Scarlet Pimpernel,Red,1.0,Mini Stamroos 70CM:,28
5.4,KOELING,Scarlet Pimpernel,Red,3.0,Mini Stamroos 70CM:,28
5.4p,KOELING,Scarlet Pimpernel,Red,3.0,Mini Stamroos 70CM:,28
5.1,KOELING,2-kleur,Red / Yellow,1.0,Mini Stamroos 70CM:,29
5.1p,KOELING,2-kleur,Red / Yellow,1.0,Mini Stamroos 70CM:,29
5.2,KOELING,2-kleur,Red / Yellow,1.0,Mini Stamroos 70CM:,29
5.2p,KOELING,2-kleur,Red / Yellow,1.0,Mini Stamroos 70CM:,29
5.7,KOELING,2-kleur,Red / Yellow,3.0,Mini Stamroos 70CM:,29
5.7p,KOELING,2-kleur,Red / Yellow,3.0,Mini Stamroos 70CM:,29
5.1,KOELING,Wit,White,1.0,Mini Stamroos 70CM:,30
5.1p,KOELING,Wit,White,1.0,Mini Stamroos 70CM:,30
5.2,KOELING,Wit,White,1.0,Mini Stamroos 70CM:,30
5.2p,KOELING,Wit,White,1.0,Mini Stamroos 70CM:,30
5.3,KOELING,Wit,White,3.0,Mini Stamroos 70CM:,30
5.3p,KOELING,Wit,White,3.0,Mini Stamroos 70CM:,30
5.2,KOELING,Golden Penny,Yellow,1.0,Mini Stamroos 70CM:,31
5.2p,KOELING,Golden Penny,Yellow,1.0,Mini Stamroos 70CM:,31
5.5,KOELING,Golden Penny,Yellow,3.0,Mini Stamroos 70CM:,31
5.5p,KOELING,Golden Penny,Yellow,3.0,Mini Stamroos 70CM:,31
18.2,KOELING,Garden Queen XXL,TH Pink,3.0,Stamroos XXL 90-110CM:,34
18.2p,KOELING,Garden Queen XXL,TH Pink,3.0,Stamroos XXL 90-110CM:,34
18.4,KOELING,Garden Queen XXL,TH Pink,1.0,Stamroos XXL 90-110CM:,34
18.4p,KOELING,Garden Queen XXL,TH Pink,1.0,Stamroos XXL 90-110CM:,34
18.5,KOELING,Garden Queen XXL,TH Pink,1.0,Stamroos XXL 90-110CM:,34
18.5p,KOELING,Garden Queen XXL,TH Pink,1.0,Stamroos XXL 90-110CM:,34
18.1,KOELING,Dame de Coeur XXL,TH Red,3.0,Stamroos XXL 90-110CM:,35
18.1p,KOELING,Dame de Coeur XXL,TH Red,3.0,Stamroos XXL 90-110CM:,35
18.4,KOELING,Dame de Coeur XXL,TH Red,1.0,Stamroos XXL 90-110CM:,35
18.4p,KOELING,Dame de Coeur XXL,TH Red,1.0,Stamroos XXL 90-110CM:,35
18.5,KOELING,Dame de Coeur XXL,TH Red,1.0,Stamroos XXL 90-110CM:,35
18.5p,KOELING,Dame de Coeur XXL,TH Red,1.0,Stamroos XXL 90-110CM:,35
18.3,KOELING,Korbin XXL,TH White,3.0,Stamroos XXL 90-110CM:,36
18.3p,KOELING,Korbin XXL,TH White,3.0,Stamroos XXL 90-110CM:,36
18.4,KOELING,Korbin XXL,TH White,1.0,Stamroos XXL 90-110CM:,36
18.4p,KOELING,Korbin XXL,TH White,1.0,Stamroos XXL 90-110CM:,36
18.8,KOELING,Oranje XXL,TH Orange,3.0,Stamroos XXL 90-110CM:,37
18.8p,KOELING,Oranje XXL,TH Orange,3.0,Stamroos XXL 90-110CM:,37
18.7,KOELING,Geel XXL,TH Yellow,3.0,Stamroos XXL 90-110CM:,38
18.7p,KOELING,Geel XXL,TH Yellow,3.0,Stamroos XXL 90-110CM:,38
18.6,KOELING,2-Colour XXL,TH 2-Colour,3.0,Stamroos XXL 90-110CM:,39
18.6p,KOELING,2-Colour XXL,TH 2-Colour,3.0,Stamroos XXL 90-110CM:,39
18.5,KOELING,2-Colour XXL,TH 2-Colour,1.0,Stamroos XXL 90-110CM:,39
18.5p,KOELING,2-Colour XXL,TH 2-Colour,1.0,Stamroos XXL 90-110CM:,39
27.1,KOELING,Aardbeienplant per stuk,,20.0,Fruitplanten:,42
27.1p,KOELING,Aardbeienplant per stuk,,20.0,Fruitplanten:,42
27.2,KOELING,Aardbeienplant per stuk,,40.0,Fruitplanten:,42
27.2p,KOELING,Aardbeienplant per stuk,,40.0,Fruitplanten:,42
27.3,KOELING,Aardbeienplant per stuk,,60.0,Fruitplanten:,42
27.3p,KOELING,Aardbeienplant per stuk,,60.0,Fruitplanten:,42
15.1,KOELING,Aardbeienplant per stuk,,20.0,Fruitplanten:,42
15.1p,KOELING,Aardbeienplant per stuk,,20.0,Fruitplanten:,42
10.2,KOELING,Braam,,2.0,Fruitplanten:,43
10.2p,KOELING,Braam,,2.0,Fruitplanten:,43
10.7,KOELING,Braam,,3.0,Fruitplanten:,43
10.7p,KOELING,Braam,,3.0,Fruitplanten:,43
10.8,KOELING,Braam,,3.0,Fruitplanten:,43
10.8p,KOELING,Braam,,3.0,Fruitplanten:,43
15.1,KOELING,Braam,,1.0,Fruitplanten:,43
15.1p,KOELING,Braam,,1.0,Fruitplanten:,43
10.1,KOELING,Framboos,,1.0,Fruitplanten:,44
10.1p,KOELING,Framboos,,1.0,Fruitplanten:,44
10.2,KOELING,Framboos,,2.0,Fruitplanten:,44
10.2p,KOELING,Framboos,,2.0,Fruitplanten:,44
10.6,KOELING,Framboos,,3.0,Fruitplanten:,44
10.6p,KOELING,Framboos,,3.0,Fruitplanten:,44
10.8,KOELING,Framboos,,3.0,Fruitplanten:,44
10.8p,KOELING,Framboos,,3.0,Fruitplanten:,44
15.1,KOELING,Framboos,,1.0,Fruitplanten:,44
15.1p,KOELING,Framboos,,1.0,Fruitplanten:,44
10.2,KOELING,Kruisbes Groen,,1.0,Fruitplanten:,45
10.2p,KOELING,Kruisbes Groen,,1.0,Fruitplanten:,45
10.10,KOELING,Kruisbes Groen,,3.0,Fruitplanten:,45
10.10p,KOELING,Kruisbes Groen,,3.0,Fruitplanten:,45
10.11,KOELING,Kruisbes Groen,,3.0,Fruitplanten:,45
10.11p,KOELING,Kruisbes Groen,,3.0,Fruitplanten:,45
10.1,KOELING,Kruisbes Rood,,1.0,Fruitplanten:,46
10.1p,KOELING,Kruisbes Rood,,1.0,Fruitplanten:,46
10.2,KOELING,Kruisbes Rood,,1.0,Fruitplanten:,46
10.2p,KOELING,Kruisbes Rood,,1.0,Fruitplanten:,46
10.9,KOELING,Kruisbes Rood,,3.0,Fruitplanten:,46
10.9p,KOELING,Kruisbes Rood,,3.0,Fruitplanten:,46
10.11,KOELING,Kruisbes Rood,,3.0,Fruitplanten:,46
10.11p,KOELING,Kruisbes Rood,,3.0,Fruitplanten:,46
10.1,KOELING,Rode Bes,,1.0,Fruitplanten:,47
10.1p,KOELING,Rode Bes,,1.0,Fruitplanten:,47
10.2,KOELING,Rode Bes,,1.0,Fruitplanten:,47
10.2p,KOELING,Rode Bes,,1.0,Fruitplanten:,47
10.3,KOELING,Rode Bes,,3.0,Fruitplanten:,47
10.3p,KOELING,Rode Bes,,3.0,Fruitplanten:,47
10.5,KOELING,Rode Bes,,3.0,Fruitplanten:,47
10.5p,KOELING,Rode Bes,,3.0,Fruitplanten:,47
15.1,KOELING,Rode Bes,,1.0,Fruitplanten:,47
15.1p,KOELING,Rode Bes,,1.0,Fruitplanten:,47
10.1,KOELING,Zwarte Bes,,1.0,Fruitplanten:,48
10.1p,KOELING,Zwarte Bes,,1.0,Fruitplanten:,48
10.2,KOELING,Zwarte Bes,,1.0,Fruitplanten:,48
10.2p,KOELING,Zwarte Bes,,1.0,Fruitplanten:,48
10.4,KOELING,Zwarte Bes,,3.0,Fruitplanten:,48
10.4p,KOELING,Zwarte Bes,,3.0,Fruitplanten:,48
10.5,KOELING,Zwarte Bes,,3.0,Fruitplanten:,48
10.5p,KOELING,Zwarte Bes,,3.0,Fruitplanten:,48
15.1,KOELING,Zwarte Bes,,1.0,Fruitplanten:,48
15.1p,KOELING,Zwarte Bes,,1.0,Fruitplanten:,48
11.1,KOELING,Conference,,1.0,Spillen (Fruitbomen):,51
11.1p,KOELING,Conference,,1.0,Spillen (Fruitbomen):,51
11.2,KOELING,Conference,,2.0,Spillen (Fruitbomen):,51
11.2p,KOELING,Conference,,2.0,Spillen (Fruitbomen):,51
11.0,KOELING,Conference,,1.0,Spillen (Fruitbomen):,51
11.0p,KOELING,Conference,,1.0,Spillen (Fruitbomen):,51
11.4,KOELING,Conference,,3.0,Spillen (Fruitbomen):,51
11.4p,KOELING,Conference,,3.0,Spillen (Fruitbomen):,51
11.1,KOELING,Jonagold,,1.0,Spillen (Fruitbomen):,52
11.1p,KOELING,Jonagold,,1.0,Spillen (Fruitbomen):,52
11.2,KOELING,Jonagold,,2.0,Spillen (Fruitbomen):,52
11.2p,KOELING,Jonagold,,2.0,Spillen (Fruitbomen):,52
11.0,KOELING,Jonagold,,1.0,Spillen (Fruitbomen):,52
11.0p,KOELING,Jonagold,,1.0,Spillen (Fruitbomen):,52
11.3,KOELING,Jonagold,,3.0,Spillen (Fruitbomen):,52
11.3p,KOELING,Jonagold,,3.0,Spillen (Fruitbomen):,52
11.1,KOELING,Opal,,1.0,Spillen (Fruitbomen):,53
11.1p,KOELING,Opal,,1.0,Spillen (Fruitbomen):,53
11.2,KOELING,Opal,,2.0,Spillen (Fruitbomen):,53
11.2p,KOELING,Opal,,2.0,Spillen (Fruitbomen):,53
11.6,KOELING,Opal,,3.0,Spillen (Fruitbomen):,53
11.6p,KOELING,Opal,,3.0,Spillen (Fruitbomen):,53
11.1,KOELING,Redhaven,,1.0,Spillen (Fruitbomen):,54
11.1p,KOELING,Redhaven,,1.0,Spillen (Fruitbomen):,54
11.2,KOELING,Redhaven,,2.0,Spillen (Fruitbomen):,54
11.2p,KOELING,Redhaven,,2.0,Spillen (Fruitbomen):,54
11.7,KOELING,Redhaven,,3.0,Spillen (Fruitbomen):,54
11.7p,KOELING,Redhaven,,3.0,Spillen (Fruitbomen):,54
11.1,KOELING,Schattenmorelle,,1.0,Spillen (Fruitbomen):,55
11.1p,KOELING,Schattenmorelle,,1.0,Spillen (Fruitbomen):,55
11.2,KOELING,Schattenmorelle,,2.0,Spillen (Fruitbomen):,55
11.2p,KOELING,Schattenmorelle,,2.0,Spillen (Fruitbomen):,55
11.0,KOELING,Schattenmorelle,,1.0,Spillen (Fruitbomen):,55
11.0p,KOELING,Schattenmorelle,,1.0,Spillen (Fruitbomen):,55
11.5,KOELING,Schattenmorelle,,3.0,Spillen (Fruitbomen):,55
11.5p,KOELING,Schattenmorelle,,3.0,Spillen (Fruitbomen):,55
17.1,KOELING,Conference XXL,,1.0,Fruitbomen XXL:,58
17.1p,KOELING,Conference XXL,,1.0,Fruitbomen XXL:,58
17.2,KOELING,Conference XXL,,1.0,Fruitbomen XXL:,58
17.2p,KOELING,Conference XXL,,1.0,Fruitbomen XXL:,58
17.4,KOELING,Conference XXL,,3.0,Fruitbomen XXL:,58
17.4p,KOELING,Conference XXL,,3.0,Fruitbomen XXL:,58
17.1,KOELING,Hauszwetsche XXL,,1.0,Fruitbomen XXL:,59
17.1p,KOELING,Hauszwetsche XXL,,1.0,Fruitbomen XXL:,59
17.7,KOELING,Hauszwetsche XXL,,3.0,Fruitbomen XXL:,59
17.7p,KOELING,Hauszwetsche XXL,,3.0,Fruitbomen XXL:,59
17.1,KOELING,Jonagold XXL,,1.0,Fruitbomen XXL:,60
17.1p,KOELING,Jonagold XXL,,1.0,Fruitbomen XXL:,60
17.2,KOELING,Jonagold XXL,,1.0,Fruitbomen XXL:,60
17.2p,KOELING,Jonagold XXL,,1.0,Fruitbomen XXL:,60
17.3,KOELING,Jonagold XXL,,3.0,Fruitbomen XXL:,60
17.3p,KOELING,Jonagold XXL,,3.0,Fruitbomen XXL:,60
17.1,KOELING,Kordia XXL,,1.0,Fruitbomen XXL:,61
17.1p,KOELING,Kordia XXL,,1.0,Fruitbomen XXL:,61
17.2,KOELING,Kordia XXL,,1.0,Fruitbomen XXL:,61
17.2p,KOELING,Kordia XXL,,1.0,Fruitbomen XXL:,61
17.5,KOELING,Kordia XXL,,3.0,Fruitbomen XXL:,61
17.5p,KOELING,Kordia XXL,,3.0,Fruitbomen XXL:,61
17.1,KOELING,Schattenmorelle XXL,,1.0,Fruitbomen XXL:,62
17.1p,KOELING,Schattenmorelle XXL,,1.0,Fruitbomen XXL:,62
17.6,KOELING,Schattenmorelle XXL,,3.0,Fruitbomen XXL:,62
17.6p,KOELING,Schattenmorelle XXL,,3.0,Fruitbomen XXL:,62
14.1,KOELING,Deutzia,,1.0,Sierheesters:,65
14.1p,KOELING,Deutzia,,1.0,Sierheesters:,65
14.2,KOELING,Deutzia,,2.0,Sierheesters:,65
14.2p,KOELING,Deutzia,,2.0,Sierheesters:,65
14.1,KOELING,Forsythia,,1.0,Sierheesters:,66
14.1p,KOELING,Forsythia,,1.0,Sierheesters:,66
14.2,KOELING,Forsythia,,2.0,Sierheesters:,66
14.2p,KOELING,Forsythia,,2.0,Sierheesters:,66
14.1,KOELING,Hibiscus,,1.0,Sierheesters:,67
14.1p,KOELING,Hibiscus,,1.0,Sierheesters:,67
14.2,KOELING,Hibiscus,,2.0,Sierheesters:,67
14.2p,KOELING,Hibiscus,,2.0,Sierheesters:,67
14.1,KOELING,Weigelia,,1.0,Sierheesters:,68
14.1p,KOELING,Weigelia,,1.0,Sierheesters:,68
14.2,KOELING,Weigelia,,2.0,Sierheesters:,68
14.2p,KOELING,Weigelia,,2.0,Sierheesters:,68
16.1,KOELING,Castanea Sativa,,1.0,Notenplanten:,71
16.1p,KOELING,Castanea Sativa,,1.0,Notenplanten:,71
16.2,KOELING,Castanea Sativa,,2.0,Notenplanten:,71
16.2p,KOELING,Castanea Sativa,,2.0,Notenplanten:,71
16.3,KOELING,Castanea Sativa,,1.0,Notenplanten:,71
16.3p,KOELING,Castanea Sativa,,1.0,Notenplanten:,71
16.4,KOELING,Castanea Sativa,,1.0,Notenplanten:,71
16.4p,KOELING,Castanea Sativa,,1.0,Notenplanten:,71
16.6,KOELING,Castanea Sativa,,2.0,Notenplanten:,71
16.6p,KOELING,Castanea Sativa,,2.0,Notenplanten:,71
16.1,KOELING,Corylus Avellana,,1.0,Notenplanten:,72
16.1p,KOELING,Corylus Avellana,,1.0,Notenplanten:,72
16.2,KOELING,Corylus Avellana,,2.0,Notenplanten:,72
16.2p,KOELING,Corylus Avellana,,2.0,Notenplanten:,72
16.4,KOELING,Corylus Avellana,,1.0,Notenplanten:,72
16.4p,KOELING,Corylus Avellana,,1.0,Notenplanten:,72
16.5,KOELING,Corylus Avellana,,1.0,Notenplanten:,72
16.5p,KOELING,Corylus Avellana,,1.0,Notenplanten:,72
16.8,KOELING,Corylus Avellana,,2.0,Notenplanten:,72
16.8p,KOELING,Corylus Avellana,,2.0,Notenplanten:,72
16.1,KOELING,Fagus Sylvatica,,1.0,Notenplanten:,73
16.1p,KOELING,Fagus Sylvatica,,1.0,Notenplanten:,73
16.2,KOELING,Fagus Sylvatica,,2.0,Notenplanten:,73
16.2p,KOELING,Fagus Sylvatica,,2.0,Notenplanten:,73
16.9,KOELING,Ginkgo Biloba,,2.0,Notenplanten:,74
16.9p,KOELING,Ginkgo Biloba,,2.0,Notenplanten:,74
16.1,KOELING,Juglans Regia,,1.0,Notenplanten:,75
16.1p,KOELING,Juglans Regia,,1.0,Notenplanten:,75
16.2,KOELING,Juglans Regia,,2.0,Notenplanten:,75
16.2p,KOELING,Juglans Regia,,2.0,Notenplanten:,75
16.3,KOELING,Juglans Regia,,1.0,Notenplanten:,75
16.3p,KOELING,Juglans Regia,,1.0,Notenplanten:,75
16.5,KOELING,Juglans Regia,,1.0,Notenplanten:,75
16.5p,KOELING,Juglans Regia,,1.0,Notenplanten:,75
16.7,KOELING,Juglans Regia,,2.0,Notenplanten:,75
16.7p,KOELING,Juglans Regia,,2.0,Notenplanten:,75
26.1,KOELING,Rode aalbes op stam,,1.0,Bessen op Stam:,78
26.1p,KOELING,Rode aalbes op stam,,1.0,Bessen op Stam:,78
26.2,KOELING,Rode aalbes op stam,,2.0,Bessen op Stam:,78
26.2p,KOELING,Rode aalbes op stam,,2.0,Bessen op Stam:,78
26.1,KOELING,Zwarte aalbes op stam,,1.0,Bessen op Stam:,79
26.1p,KOELING,Zwarte aalbes op stam,,1.0,Bessen op Stam:,79
26.3,KOELING,Zwarte aalbes op stam,,2.0,Bessen op Stam:,79
26.3p,KOELING,Zwarte aalbes op stam,,2.0,Bessen op Stam:,79
26.1,KOELING,Witte aalbes op stam,,1.0,Bessen op Stam:,80
26.1p,KOELING,Witte aalbes op stam,,1.0,Bessen op Stam:,80
26.4,KOELING,Witte aalbes op stam,,2.0,Bessen op Stam:,80
26.4p,KOELING,Witte aalbes op stam,,2.0,Bessen op Stam:,80
26.1,KOELING,Rode Kruisbes op stam,,1.0,Bessen op Stam:,81
26.1p,KOELING,Rode Kruisbes op stam,,1.0,Bessen op Stam:,81
26.5,KOELING,Rode Kruisbes op stam,,2.0,Bessen op Stam:,81
26.5p,KOELING,Rode Kruisbes op stam,,2.0,Bessen op Stam:,81
28.1,KOELING,Blauw 'Merlot',,1.0,Geënte druivenplanten:,84
28.1p,KOELING,Blauw 'Merlot',,1.0,Geënte druivenplanten:,84
28.3,KOELING,Blauw 'Merlot',,1.0,Geënte druivenplanten:,84
28.3p,KOELING,Blauw 'Merlot',,1.0,Geënte druivenplanten:,84
28.1,KOELING,Blauw 'Muscat Hamburg',,1.0,Geënte druivenplanten:,85
28.1p,KOELING,Blauw 'Muscat Hamburg',,1.0,Geënte druivenplanten:,85
28.3,KOELING,Blauw 'Muscat Hamburg',,1.0,Geënte druivenplanten:,85
28.3p,KOELING,Blauw 'Muscat Hamburg',,1.0,Geënte druivenplanten:,85
28.1,KOELING,"Wit 'Aurore""",,1.0,Geënte druivenplanten:,86
28.1p,KOELING,"Wit 'Aurore""",,1.0,Geënte druivenplanten:,86
28.2,KOELING,"Wit 'Aurore""",,1.0,Geënte druivenplanten:,86
28.2p,KOELING,"Wit 'Aurore""",,1.0,Geënte druivenplanten:,86
28.1,KOELING,Wit 'Sauvignon',,1.0,Geënte druivenplanten:,87
28.1p,KOELING,Wit 'Sauvignon',,1.0,Geënte druivenplanten:,87
28.2,KOELING,Wit 'Sauvignon',,1.0,Geënte druivenplanten:,87
28.2p,KOELING,Wit 'Sauvignon',,1.0,Geënte druivenplanten:,87
21.0,KOELING,Prunus Triloba XXL,,1.0,Koeling diversen:,90
21.0p,KOELING,Prunus Triloba XXL,,1.0,Koeling diversen:,90
21.1,KOELING,Prunus Triloba XXL,,2.0,Koeling diversen:,90
21.1p,KOELING,Prunus Triloba XXL,,2.0,Koeling diversen:,90
21.2,KOELING,Prunus Triloba XXL,,4.0,Koeling diversen:,90
21.2p,KOELING,Prunus Triloba XXL,,4.0,Koeling diversen:,90
19.0,KOELING,Salix integra 'Hakuro Nishiki' XXL,,1.0,Koeling diversen:,91
19.0p,KOELING,Salix integra 'Hakuro Nishiki' XXL,,1.0,Koeling diversen:,91
19.1,KOELING,Salix integra 'Hakuro Nishiki' XXL,,2.0,Koeling diversen:,91
19.1p,KOELING,Salix integra 'Hakuro Nishiki' XXL,,2.0,Koeling diversen:,91
19.2,KOELING,Salix integra 'Hakuro Nishiki' XXL,,4.0,Koeling diversen:,91
19.2p,KOELING,Salix integra 'Hakuro Nishiki' XXL,,4.0,Koeling diversen:,91
2.1,KAS,Citrus Calamondin - P9,,1.0,Mediterrane:,7
2.1p,KAS,Citrus Calamondin - P9,,1.0,Mediterrane:,7
2.2,KAS,Citrus Calamondin - P9,,2.0,Mediterrane:,7
2.2p,KAS,Citrus Calamondin - P9,,2.0,Mediterrane:,7
2.5,KAS,Citrus Calamondin - P9,,2.0,Mediterrane:,7
2.5p,KAS,Citrus Calamondin - P9,,2.0,Mediterrane:,7
2.8,KAS,Citrus Calamondin - P9,,1.0,Mediterrane:,7
2.8p,KAS,Citrus Calamondin - P9,,1.0,Mediterrane:,7
2.9,KAS,Citrus Calamondin - P9,,2.0,Mediterrane:,7
2.9p,KAS,Citrus Calamondin - P9,,2.0,Mediterrane:,7
2.1,KAS,Citrus Lemon - P9,,1.0,Mediterrane:,8
2.1p,KAS,Citrus Lemon - P9,,1.0,Mediterrane:,8
2.2,KAS,Citrus Lemon - P9,,2.0,Mediterrane:,8
2.2p,KAS,Citrus Lemon - P9,,2.0,Mediterrane:,8
2.5,KAS,Citrus Lemon - P9,,2.0,Mediterrane:,8
2.5p,KAS,Citrus Lemon - P9,,2.0,Mediterrane:,8
2.8,KAS,Citrus Lemon - P9,,1.0,Mediterrane:,8
2.8p,KAS,Citrus Lemon - P9,,1.0,Mediterrane:,8
2.9,KAS,Citrus Lemon - P9,,2.0,Mediterrane:,8
2.9p,KAS,Citrus Lemon - P9,,2.0,Mediterrane:,8
